Gene	Gene.name	Tissue	nTPM	brain_2	brain_1	mean_expression	sd_expression
ENSG00000198961	PJA2	cerebral cortex	149.4	Brain	Brain	59.686	21.7065682714345
ENSG00000203485	INF2	spinal cord	50.4	Brain	Brain	19.03	12.0996247201038
ENSG00000203618	GP1BB	amygdala	122.1	Brain	Brain	15.54	32.9513679998452
ENSG00000203663	OR2L2	spinal cord	1.1	Brain	Brain	0.202	0.308710286217234
ENSG00000203666	EFCAB2	choroid plexus	20.3	Brain	Brain	9.56	4.8216772422645
ENSG00000203685	STUM	amygdala	47.2	Brain	Brain	5.656	10.203203978583
ENSG00000203737	GPR52	basal ganglia	5	Brain	Brain	0.18	0.729551161988783
ENSG00000203772	SPRN	cerebellum	16.7	Brain	Brain	3.472	5.0055088020447
ENSG00000203780	FANK1	choroid plexus	66.4	Brain	Brain	6.518	12.3854702562877
ENSG00000203791	EEF1AKMT2	amygdala	6.6	Brain	Brain	4.038	1.2099738570291
ENSG00000203805	PLPP4	cerebellum	2.9	Brain	Brain	0.532	1.0222903457533
ENSG00000203811	H3C14	cerebellum	2	Brain	Brain	0.338	0.460208470950605
ENSG00000203852	H3C15	cerebellum	1.4	Brain	Brain	0.334	0.414832151943065
ENSG00000203877	RIPPLY2	amygdala	19.7	Brain	Brain	3.84	7.81113804455026
ENSG00000203879	GDI1	basal ganglia	328	Brain	Brain	116.01	104.743424614627
ENSG00000203908	KHDC3L	cerebellum	1.3	Brain	Brain	0.134	0.284002012065307
ENSG00000204065	TCEAL5	basal ganglia	86.2	Brain	Brain	15.788	28.4300476285789
ENSG00000204070	SYS1	choroid plexus	75.5	Brain	Brain	19.29	9.38209867301576
ENSG00000204071	TCEAL6	cerebellum	101.3	Brain	Brain	13.05	25.7806781785689
ENSG00000204116	CHIC1	cerebral cortex	8.4	Brain	Brain	4.21	1.7313731721453
ENSG00000204130	RUFY2	cerebellum	27.1	Brain	Brain	6.924	5.31476802726831
ENSG00000204131	NHSL2	cerebellum	11.7	Brain	Brain	2.524	1.88024748696678
ENSG00000204149	AGAP6	cerebellum	39.8	Brain	Brain	15.372	11.5898097394184
ENSG00000204161	TMEM273	spinal cord	46.1	Brain	Brain	12.73	9.16344222819066
ENSG00000204178	MACO1	cerebellum	25.4	Brain	Brain	11.19	5.76294461297737
ENSG00000204186	ZDBF2	cerebellum	8.4	Brain	Brain	2.4	1.9251292031912
ENSG00000204217	BMPR2	cerebral cortex	21.3	Brain	Brain	11.22	4.53381850144904
ENSG00000204248	COL11A2	cerebellum	14.9	Brain	Brain	2.088	4.0139369446864
ENSG00000204271	SPIN3	cerebellum	14.1	Brain	Brain	5.078	2.46951122983592
ENSG00000204272	NBDY	choroid plexus	45.1	Brain	Brain	27.808	8.28873934926174
ENSG00000204278	TMEM235	cerebral cortex	8.5	Brain	Brain	0.742	1.82176075402287
ENSG00000204310	AGPAT1	cerebral cortex	93.6	Brain	Brain	42.862	23.6815427138124
ENSG00000204314	PRRT1	cerebellum	68.6	Brain	Brain	5.918	13.1553153686629
ENSG00000204323	SMIM5	choroid plexus	23	Brain	Brain	6.266	6.80139871569047
ENSG00000204344	STK19	choroid plexus	7.8	Brain	Brain	3.182	2.068292206885
ENSG00000204347	BTBD17	amygdala	3.9	Brain	Brain	0.654	1.55435005118945
ENSG00000204371	EHMT2	basal ganglia	27.8	Brain	Brain	8.584	7.46959442114005
ENSG00000204388	HSPA1B	cerebellum	761.1	Brain	Brain	265.392	240.080112343478
ENSG00000204389	HSPA1A	cerebellum	982.9	Brain	Brain	334.884	313.968053333911
ENSG00000204406	MBD5	cerebellum	5	Brain	Brain	2.832	0.877249877138079
ENSG00000204427	ABHD16A	cerebellum	34.5	Brain	Brain	16.074	8.9136174200043
ENSG00000204428	LY6G5C	basal ganglia	1.7	Brain	Brain	0.442	0.473411414466253
ENSG00000204442	NALF1	cerebral cortex	8.8	Brain	Brain	1.176	1.92741340894464
ENSG00000204514	ZNF814	cerebellum	17.7	Brain	Brain	8.772	3.3051005727388
ENSG00000204518	AADACL4	choroid plexus	1.8	Brain	Brain	0.142	0.323936249712117
ENSG00000204519	ZNF551	cerebellum	8.3	Brain	Brain	2.88	1.60216690001704
ENSG00000204576	PRR3	cerebellum	14.1	Brain	Brain	3.734	3.51838378944025
ENSG00000204580	DDR1	midbrain	143	Brain	Brain	49.634	44.1015461342181
ENSG00000204612	FOXB2	hypothalamus	0.2	Brain	Brain	0.004	0.0282842712474619
ENSG00000204624	DISP3	basal ganglia	8.5	Brain	Brain	1.094	2.11162090753593
ENSG00000204640	NMS	hypothalamus	0.8	Brain	Brain	0.032	0.131614774928926
ENSG00000204644	ZFP57	midbrain	7	Brain	Brain	1.17	2.24828733002865
ENSG00000204655	MOG	midbrain	289.6	Brain	Brain	33.636	108.461744897095
ENSG00000204681	GABBR1	amygdala	165.1	Brain	Brain	35.452	54.310288573142
ENSG00000204711	CFAP95	choroid plexus	28.3	Brain	Brain	2.096	6.64090478222137
ENSG00000204767	INSYN2B	cerebral cortex	4.2	Brain	Brain	0.596	1.28077782489185
ENSG00000204822	MRPL53	choroid plexus	127.2	Brain	Brain	50.174	29.8884033889878
ENSG00000204842	ATXN2	cerebellum	28.6	Brain	Brain	17.962	5.01653958299495
ENSG00000204843	DCTN1	cerebellum	115.1	Brain	Brain	50.36	29.7546840764575
ENSG00000204851	PNMA8B	cerebral cortex	50.2	Brain	Brain	5.238	10.3054352609857
ENSG00000204852	TCTN1	choroid plexus	32.8	Brain	Brain	9.274	6.64046992435976
ENSG00000204899	MZT1	basal ganglia	37.3	Brain	Brain	11.27	6.10400504185739
ENSG00000204922	UQCC3	choroid plexus	15.8	Brain	Brain	6.662	3.35668021128262
ENSG00000204947	ZNF425	cerebellum	3.4	Brain	Brain	1.714	0.757819105010138
ENSG00000204950	LRRC10B	basal ganglia	63.1	Brain	Brain	4.69	10.4683439229802
ENSG00000204956	PCDHGA1	basal ganglia	1.5	Brain	Brain	0.458	0.389709467921624
ENSG00000204961	PCDHA9	cerebellum	0.8	Brain	Brain	0.096	0.221276445439008
ENSG00000204962	PCDHA8	cerebellum	1.8	Brain	Brain	0.108	0.279094746548588
ENSG00000204963	PCDHA7	cerebellum	1.7	Brain	Brain	0.226	0.320592563601738
ENSG00000204965	PCDHA5	cerebellum	2.8	Brain	Brain	0.216	0.510445983470158
ENSG00000204967	PCDHA4	cerebellum	1.7	Brain	Brain	0.416	0.419114713243454
ENSG00000204969	PCDHA2	cerebellum	2.4	Brain	Brain	0.268	0.445127819294867
ENSG00000204970	PCDHA1	basal ganglia	2.1	Brain	Brain	0.382	0.755575196490078
ENSG00000204991	SPIRE2	cerebellum	25.2	Brain	Brain	5.088	5.40395320150736
ENSG00000205022	PABPN1L	cerebellum	2.4	Brain	Brain	0.208	0.469841484341435
ENSG00000205060	SLC35B4	cerebellum	13.5	Brain	Brain	5.184	2.61450896782879
ENSG00000205084	TMEM231	choroid plexus	39.3	Brain	Brain	6.102	10.8409369653049
ENSG00000205089	CCNI2	cerebellum	4.8	Brain	Brain	1.122	1.17078205155567
ENSG00000205090	TMEM240	basal ganglia	42.7	Brain	Brain	9.208	13.2473307284363
ENSG00000205097	FRG2	amygdala	0.5	Brain	Brain	0.022	0.0864020030002139
ENSG00000205116	TMEM88B	hippocampal formation	40.5	Brain	Brain	5.3	14.2782980749936
ENSG00000205129	C4orf47	choroid plexus	30.8	Brain	Brain	2.27	5.01464182699634
ENSG00000205138	SDHAF1	cerebellum	30.5	Brain	Brain	14.734	6.53554207423391
ENSG00000205155	PSENEN	choroid plexus	329.6	Brain	Brain	65.552	49.0925416838402
ENSG00000205309	NT5M	cerebral cortex	10.3	Brain	Brain	2.532	2.83336102427445
ENSG00000205336	ADGRG1	cerebral cortex	154.1	Brain	Brain	46.936	41.9129796271333
ENSG00000205363	INSYN1	cerebral cortex	42.5	Brain	Brain	9.638	12.6451554004702
ENSG00000205476	CCDC85C	cerebellum	75.2	Brain	Brain	15.452	11.4935339408286
ENSG00000205531	NAP1L4	midbrain	129.2	Brain	Brain	61.306	29.6664959790244
ENSG00000205542	TMSB4X	spinal cord	10067.9	Brain	Brain	3593.186	2281.06529982044
ENSG00000205593	DENND6B	cerebellum	24.9	Brain	Brain	5.072	4.78556673546528
ENSG00000205629	LCMT1	cerebral cortex	48.4	Brain	Brain	26.206	10.4118733243566
ENSG00000205659	LIN52	cerebellum	11.4	Brain	Brain	5.872	2.38190799870308
ENSG00000205670	SMIM11	choroid plexus	42.3	Brain	Brain	14.962	8.99507552350003
ENSG00000205683	DPF3	cerebellum	5.2	Brain	Brain	0.482	1.15116445038784
ENSG00000205693	MANSC4	cerebellum	1	Brain	Brain	0.184	0.268297732881565
ENSG00000205704	SMIM45	cerebral cortex	12.2	Brain	Brain	0.431707317073171	1.93098925740024
ENSG00000205758	CRYZL1	amygdala	34.1	Brain	Brain	20.638	5.52980384934628
ENSG00000205809	KLRC2	amygdala	4.9	Brain	Brain	1.122	1.78214385914658
ENSG00000205810	KLRC3	cerebral cortex	4.8	Brain	Brain	0.68	1.03667443180153
ENSG00000205856	C22orf42	hypothalamus	9.3	Brain	Brain	0.456	1.93772009941412
ENSG00000205867	KRTAP5-2	cerebellum	3.2	Brain	Brain	0.476	1.325196943392
ENSG00000205869	KRTAP5-1	cerebellum	11.7	Brain	Brain	0.928	1.7923920853862
ENSG00000205899	BHLHA9	amygdala	0.3	Brain	Brain	0.036	0.117386506195281
ENSG00000205923	CEMP1	cerebral cortex	17.5	Brain	Brain	6.258	5.27605642772814
ENSG00000205927	OLIG2	amygdala	56.1	Brain	Brain	6.916	16.9657681758274
ENSG00000205929	C21orf62	choroid plexus	22.6	Brain	Brain	1.422	3.6310053704174
ENSG00000205937	RNPS1	cerebellum	161.1	Brain	Brain	85.05	32.6042081295513
ENSG00000205978	NYNRIN	cerebellum	33	Brain	Brain	7.762	7.0421439801196
ENSG00000206052	DOK6	amygdala	16.3	Brain	Brain	3.35	4.90685692658337
ENSG00000206053	JPT2	spinal cord	117.6	Brain	Brain	25.72	17.9109703015458
ENSG00000206077	ZDHHC11B	cerebellum	10.7	Brain	Brain	1.888	1.97118424987082
ENSG00000206113	CFAP99	choroid plexus	2.5	Brain	Brain	0.364	0.951638758421814
ENSG00000206199	ANKUB1	choroid plexus	3.2	Brain	Brain	0.274	0.92158027544085
ENSG00000206432	TMEM200C	cerebral cortex	3.4	Brain	Brain	0.818	1.10096247317833
ENSG00000206530	CFAP44	choroid plexus	5.9	Brain	Brain	2.334	1.7602887054488
ENSG00000206561	COLQ	choroid plexus	14.6	Brain	Brain	3.812	3.44156110757064
ENSG00000206562	METTL6	cerebral cortex	14.2	Brain	Brain	8.33	2.27284322524247
ENSG00000206579	XKR4	cerebral cortex	2.7	Brain	Brain	0.366	0.474496510814895
ENSG00000211584	SLC48A1	basal ganglia	96	Brain	Brain	31.126	26.5994614798948
ENSG00000212124	TAS2R19	cerebellum	1.5	Brain	Brain	0.306	0.311945835172763
ENSG00000212126	TAS2R50	cerebellum	0.2	Brain	Brain	0.004	0.0282842712474619
ENSG00000212127	TAS2R14	cerebellum	5.4	Brain	Brain	1.402	0.942746746783795
ENSG00000212864	RNF208	amygdala	99	Brain	Brain	19.596	30.7912388811612
ENSG00000212993	POU5F1B	choroid plexus	4.1	Brain	Brain	0.366	0.618625863655629
ENSG00000213023	SYT3	cerebellum	25.3	Brain	Brain	2.574	5.80164684571967
ENSG00000213085	CFAP45	choroid plexus	36.2	Brain	Brain	2.844	8.59888839517371
ENSG00000213123	DYNLT2B	amygdala	27.3	Brain	Brain	10.49	8.22669249381275
ENSG00000213139	CRYGS	cerebellum	13.5	Brain	Brain	2.292	2.08276111869581
ENSG00000213190	MLLT11	cerebellum	62.9	Brain	Brain	14.468	21.6516619525182
ENSG00000213199	ASIC3	cerebellum	45.9	Brain	Brain	6.142	7.70915411331601
ENSG00000213337	ANKRD39	cerebellum	19.3	Brain	Brain	9.342	4.22886533727622
ENSG00000213397	HAUS7	cerebral cortex	39	Brain	Brain	16.746	8.65078054753631
ENSG00000213424	KRT222	cerebellum	9.6	Brain	Brain	1.752	2.6598480852738
ENSG00000213465	ARL2	basal ganglia	275	Brain	Brain	95.592	53.7987096423666
ENSG00000213523	SRA1	cerebellum	33.2	Brain	Brain	17.662	6.97113260495871
ENSG00000213578	CPLX3	cerebellum	67.5	Brain	Brain	10.662	27.311296085641
ENSG00000213593	TMX2	choroid plexus	193	Brain	Brain	55.08	24.4286883873558
ENSG00000213638	ADAT3	spinal cord	9.6	Brain	Brain	3.474	3.05218623552472
ENSG00000213689	TREX1	choroid plexus	76.9	Brain	Brain	15.162	10.7048508935464
ENSG00000213760	ATP6V1G2	cerebellum	533.5	Brain	Brain	39.186	101.308282817087
ENSG00000213762	ZNF134	cerebellum	10.4	Brain	Brain	6.14	2.1089701520033
ENSG00000213780	GTF2H4	cerebellum	19.9	Brain	Brain	8.948	4.42733807710453
ENSG00000213937	CLDN9	cerebellum	25.4	Brain	Brain	2.008	4.93061406946851
ENSG00000213983	AP1G2	cerebellum	78.7	Brain	Brain	23.714	14.8453526019947
ENSG00000214087	ARL16	amygdala	46.1	Brain	Brain	22.59	9.05347492199903
ENSG00000214113	LYRM4	choroid plexus	26.5	Brain	Brain	15.78	4.15215704944614
ENSG00000214237	MINDY4B	basal ganglia	1.8	Brain	Brain	0.072	0.285027746590627
ENSG00000214253	FIS1	spinal cord	520.1	Brain	Brain	182.288	102.199723710637
ENSG00000214279	SCART1	hippocampal formation	1	Brain	Brain	0.278	0.233246825557505
ENSG00000214309	MBLAC1	cerebellum	7.3	Brain	Brain	2.376	1.45469822945362
ENSG00000214338	SOGA3	cerebral cortex	8	Brain	Brain	0.94	1.27054543967767
ENSG00000214376	VSTM5	cerebral cortex	3.6	Brain	Brain	0.702	1.02708026830965
ENSG00000214402	LCNL1	amygdala	1.4	Brain	Brain	0.328	0.527620766715439
ENSG00000214447	FAM187A	choroid plexus	4.6	Brain	Brain	0.442	0.805615495463321
ENSG00000214517	PPME1	cerebral cortex	37.4	Brain	Brain	19.076	8.70616858489264
ENSG00000214562	NUTM2D	hippocampal formation	6	Brain	Brain	3.412	1.2336506302641
ENSG00000214575	CPEB1	spinal cord	35.4	Brain	Brain	6.344	7.53365672654849
ENSG00000214688	C10orf105	basal ganglia	7	Brain	Brain	1.22	2.6202508058799
ENSG00000214694	ARHGEF33	cerebellum	18.4	Brain	Brain	1.954	3.0097942163028
ENSG00000214736	TOMM6	choroid plexus	315.5	Brain	Brain	179.07	50.148421547178
ENSG00000214753	HNRNPUL2	cerebellum	59.3	Brain	Brain	31.814	8.63486076368133
ENSG00000214940	NPIPA8	cerebellum	107.2	Brain	Brain	14.146	15.8821580037835
ENSG00000214960	CRPPA	choroid plexus	8.9	Brain	Brain	1.38	1.29173194919512
ENSG00000214967	NPIPA7	cerebellum	51.6	Brain	Brain	16.818	13.1000185387001
ENSG00000214978	GSG1L2	cerebral cortex	0.5	Brain	Brain	0.1	0.155182578445717
ENSG00000215041	NEURL4	cerebellum	21.8	Brain	Brain	7.334	4.22497965216692
ENSG00000215045	GRID2IP	cerebellum	2.4	Brain	Brain	0.274	0.364669265868935
ENSG00000215114	UBXN2B	cerebellum	17.2	Brain	Brain	9.9	2.95109803155313
ENSG00000215174	NLRP2B	cerebellum	0.2	Brain	Brain	0.014	0.0452205479752698
ENSG00000215183	MSMP	choroid plexus	3.2	Brain	Brain	0.182	0.515747921340791
ENSG00000215217	C5orf49	choroid plexus	72.4	Brain	Brain	6.664	15.2988963187358
ENSG00000215218	UBE2QL1	cerebellum	40.3	Brain	Brain	6.328	11.6890327108057
ENSG00000215305	VPS16	cerebellum	26.4	Brain	Brain	16.338	4.09568663102926
ENSG00000215354	FAM90A24P	cerebral cortex	0.3	Brain	Brain	0.0341463414634146	0.0854685793071377
ENSG00000215397	SCRT2	cerebellum	3.6	Brain	Brain	0.218	0.763367940278407
ENSG00000215440	NPEPL1	cerebellum	53.8	Brain	Brain	23.348	11.901504621051
ENSG00000215472	RPL17-C18orf32	cerebral cortex	91.2	Brain	Brain	39.486	23.3510652643427
ENSG00000215474	SKOR2	cerebellum	0.3	Brain	Brain	0.028	0.110730413571863
ENSG00000215475	SIAH3	cerebellum	1.9	Brain	Brain	0.31	0.575432401746367
ENSG00000215612	HMX1	amygdala	2	Brain	Brain	0.308	0.662352024290432
ENSG00000215788	TNFRSF25	cerebellum	41.2	Brain	Brain	5.68	9.07717478298266
ENSG00000215915	ATAD3C	spinal cord	4.5	Brain	Brain	1.576	1.28421499884766
ENSG00000217236	SP9	amygdala	2.6	Brain	Brain	0.318	0.826768975455363
ENSG00000218336	TENM3	cerebral cortex	7	Brain	Brain	2.438	2.19655481634866
ENSG00000218891	ZNF579	cerebellum	33.4	Brain	Brain	9.626	6.35223920024607
ENSG00000219200	RNASEK	choroid plexus	705.2	Brain	Brain	276.104	122.382545040591
ENSG00000219438	TAFA5	amygdala	75.8	Brain	Brain	13.792	24.4547381995425
ENSG00000219481	NBPF1	cerebellum	24.1	Brain	Brain	8.828	6.31050436226158
ENSG00000219607	PPP1R3G	basal ganglia	4.1	Brain	Brain	1.294	1.36343054723842
ENSG00000219626	FAM228B	amygdala	42.3	Brain	Brain	16.242	10.5074140976935
ENSG00000220008	LINGO3	basal ganglia	23.9	Brain	Brain	1.632	3.70313931905438
ENSG00000220201	ZGLP1	basal ganglia	10.1	Brain	Brain	3.214	2.93041823301865
ENSG00000220205	VAMP2	cerebellum	377.7	Brain	Brain	132.878	105.372354911484
ENSG00000221823	PPP3R1	basal ganglia	128.2	Brain	Brain	43.742	36.5633757317067
ENSG00000221829	FANCG	cerebellum	8.4	Brain	Brain	3.606	1.82146050392177
ENSG00000221886	ZBED8	cerebellum	10.8	Brain	Brain	4.008	2.24352492333664
ENSG00000221887	HMSD	spinal cord	30.4	Brain	Brain	1.568	4.51299439035181
ENSG00000221890	NPTXR	amygdala	110.2	Brain	Brain	14.574	34.2274791740824
ENSG00000221916	C19orf73	cerebellum	6.8	Brain	Brain	1.674	1.39266445553632
ENSG00000221932	HEPN1	amygdala	158.1	Brain	Brain	21.272	49.5930748951002
ENSG00000221946	FXYD7	amygdala	250.2	Brain	Brain	25.476	68.7080114747642
ENSG00000221955	SLC12A8	choroid plexus	13.1	Brain	Brain	3.066	3.96719249930358
ENSG00000221968	FADS3	choroid plexus	95.1	Brain	Brain	29.018	22.132990336249
ENSG00000221988	PPT2	cerebellum	37.2	Brain	Brain	13.194	10.1787375425042
ENSG00000222009	BTBD19	choroid plexus	9.5	Brain	Brain	2.226	1.87287948117876
ENSG00000223496	EXOSC6	basal ganglia	17.1	Brain	Brain	8.444	3.17324015183605
ENSG00000223569	USP17L15	cerebral cortex	0.1	Brain	Brain	0.008	0.027404751561787
ENSG00000223572	CKMT1A	cerebellum	64.7	Brain	Brain	17.214	22.4682725056413
ENSG00000223591	CENPVL1	basal ganglia	3.9	Brain	Brain	0.24	0.791021039994693
ENSG00000223802	CERS1	amygdala	135.2	Brain	Brain	23.948	50.45563919455
ENSG00000223953	C1QTNF5	choroid plexus	571	Brain	Brain	30.508	78.9926109693502
ENSG00000224109	CENPVL3	basal ganglia	1.9	Brain	Brain	0.214	0.564605695894697
ENSG00000224531	SMIM13	cerebellum	29.7	Brain	Brain	7.04	6.2620333139077
ENSG00000224712	NPIPA3	cerebellum	26.8	Brain	Brain	4.448	4.05992057829224
ENSG00000224877	NDUFAF8	amygdala	157.7	Brain	Brain	55.032	39.8869035843975
ENSG00000225110	PNMA6F	hypothalamus	24.3	Brain	Brain	1.002	3.69519765564519
ENSG00000225180	PVALEF	basal ganglia	0.1	Brain	Brain	0.012	0.0385449644663773
ENSG00000225526	MKRN2OS	cerebellum	6.7	Brain	Brain	1.53	2.09491610079921
ENSG00000225556	C2CD4D	spinal cord	1.6	Brain	Brain	0.374	0.45437106116531
ENSG00000225663	MCRIP1	amygdala	176.1	Brain	Brain	73.258	50.7198833530494
ENSG00000225899	FRG2B	amygdala	0.3	Brain	Brain	0.024	0.087037406924159
ENSG00000226321	CROCC2	choroid plexus	3.1	Brain	Brain	0.366	1.0948133752063
ENSG00000226742	HSBP1L1	choroid plexus	40.1	Brain	Brain	10.576	6.67925695488561
ENSG00000226761	TAS2R46	cerebellum	0.2	Brain	Brain	0.016	0.042185208743524
ENSG00000227051	C14orf132	amygdala	86.1	Brain	Brain	20.716	29.0006358832466
ENSG00000227500	SCAMP4	spinal cord	69.4	Brain	Brain	24.704	11.1953700342633
ENSG00000228474	OST4	choroid plexus	551.6	Brain	Brain	297.03	108.899422329384
ENSG00000228486	C2orf92	choroid plexus	13.7	Brain	Brain	1.778	2.3784997844208
ENSG00000228594	FNDC10	cerebral cortex	24.8	Brain	Brain	5.404	7.00419582705063
ENSG00000228836	CT45A5	basal ganglia	4.8	Brain	Brain	0.392	1.00688243846934
ENSG00000229544	NKX1-2	cerebral cortex	0.4	Brain	Brain	0.062	0.125989957487711
ENSG00000229809	ZNF688	choroid plexus	17.9	Brain	Brain	8.408	3.5358132742276
ENSG00000229833	PET100	choroid plexus	230.5	Brain	Brain	46.552	31.6642413392748
ENSG00000229924	FAM90A26	cerebral cortex	0.2	Brain	Brain	0.008	0.0340467865366085
ENSG00000230453	ANKRD18B	cerebellum	12	Brain	Brain	1.042	1.97423092750115
ENSG00000230667	SETSIP	cerebral cortex	0.2	Brain	Brain	0.04	0.0534522483824849
ENSG00000230778	ANKRD63	basal ganglia	3.7	Brain	Brain	0.13	0.541822321957511
ENSG00000230873	STMND1	choroid plexus	7.9	Brain	Brain	1.026	2.82082706065481
ENSG00000230989	HSBP1	spinal cord	40.6	Brain	Brain	18.584	10.592746073977
ENSG00000231213	PLSCR5	basal ganglia	0.2	Brain	Brain	0.02	0.067005939426049
ENSG00000231824	AKAIN1	cerebellum	44.9	Brain	Brain	1.598	6.50473893184258
ENSG00000231861	OR5K2	cerebellum	0.6	Brain	Brain	0.176	0.191193885992247
ENSG00000232112	TMA7	amygdala	511	Brain	Brain	277.634	109.188738691968
ENSG00000232268	OR52I1	cerebellum	0.1	Brain	Brain	0.002	0.014142135623731
ENSG00000232388	SMIM26	choroid plexus	189.8	Brain	Brain	85.998	38.1418913200353
ENSG00000232434	AJM1	cerebellum	67.6	Brain	Brain	6.89	11.2563859426459
ENSG00000232593	KANTR	cerebellum	5.1	Brain	Brain	0.48	1.02439628811415
ENSG00000232859	LYRM9	amygdala	64.4	Brain	Brain	21.56	16.968313807488
ENSG00000233024	NPIPA9	cerebellum	587.4	Brain	Brain	81.646	83.2184761912391
ENSG00000233115	FAM90A11P	cerebral cortex	0.6	Brain	Brain	0.114634146341463	0.216287974249328
ENSG00000233276	GPX1	choroid plexus	319.6	Brain	Brain	104.344	66.2651327653402
ENSG00000233295	FAM90A20P	cerebral cortex	0.2	Brain	Brain	0.0219512195121951	0.0689644659297497
ENSG00000233670	PIRT	hypothalamus	9.5	Brain	Brain	1.17	2.33231513255628
ENSG00000233816	IFNA13	amygdala	0.3	Brain	Brain	0.054	0.119880893270899
ENSG00000233822	H2BC15	spinal cord	1.7	Brain	Brain	0.624	0.379344224704063
ENSG00000233932	CTXN2	basal ganglia	1.5	Brain	Brain	0.266	0.530155926235338
ENSG00000234224	TMEM229A	basal ganglia	6.8	Brain	Brain	1.31	2.34000261642973
ENSG00000234545	FAM133B	cerebellum	24.6	Brain	Brain	13.916	4.13572588204641
ENSG00000234616	JRK	cerebellum	11	Brain	Brain	5.006	1.67872765230464
ENSG00000234965	SHISA8	cerebellum	65.8	Brain	Brain	2.012	9.4104726724202
ENSG00000235098	ANKRD65	spinal cord	38.2	Brain	Brain	10.734	9.18325028049904
ENSG00000235106	BRD3OS	amygdala	28.9	Brain	Brain	12.074	8.1911303448627
ENSG00000235118	FAM237A	cerebral cortex	0.4	Brain	Brain	0.014	0.0639195923462774
ENSG00000235194	PPP1R3E	cerebellum	35.4	Brain	Brain	11.046	7.84937824133289
ENSG00000235376	RPEL1	cerebellum	0.1	Brain	Brain	0.004	0.0197948663722157
ENSG00000235453	SMIM27	choroid plexus	39.7	Brain	Brain	17.096	8.40820687525841
ENSG00000235711	ANKRD34C	cerebellum	2.8	Brain	Brain	0.234	0.577683622190329
ENSG00000235718	MFRP	choroid plexus	324	Brain	Brain	6.502	45.817394834143
ENSG00000235961	PNMA6A	cerebral cortex	39.4	Brain	Brain	4.782	7.77808774568607
ENSG00000236279	CLEC2L	cerebellum	24.4	Brain	Brain	4.394	8.85450214090354
ENSG00000236609	ZNF853	amygdala	24.6	Brain	Brain	8.26	7.24670227603915
ENSG00000237289	CKMT1B	cerebellum	97.7	Brain	Brain	17.308	23.1614813949402
ENSG00000237515	SHISA9	basal ganglia	9.3	Brain	Brain	1.436	2.43400736168457
ENSG00000237651	C2orf74	amygdala	75	Brain	Brain	28.632	18.9531801219398
ENSG00000237765	FAM200B	cerebral cortex	9.8	Brain	Brain	5.584	2.09638756348308
ENSG00000238227	TMEM250	cerebral cortex	26	Brain	Brain	13.572	5.67493738165579
ENSG00000239305	RNF103	cerebellum	46.8	Brain	Brain	19.262	9.23007263331803
ENSG00000239306	RBM14	cerebellum	47.7	Brain	Brain	27.952	8.63699305195922
ENSG00000239382	ALKBH6	amygdala	15.8	Brain	Brain	7.17	4.2551889092097
ENSG00000239389	PCDHA13	cerebellum	1.8	Brain	Brain	0.324	0.610974464211367
ENSG00000239672	NME1	choroid plexus	149	Brain	Brain	62.9	33.8948915541765
ENSG00000239779	WBP1	amygdala	111.7	Brain	Brain	50.148	23.5099652340475
ENSG00000239961	LILRA4	spinal cord	4.4	Brain	Brain	0.534	1.66053962215139
ENSG00000240053	LY6G5B	cerebellum	60.4	Brain	Brain	16.754	10.9143831334471
ENSG00000240184	PCDHGC3	amygdala	347	Brain	Brain	78.11	86.6908658653828
ENSG00000240303	ACAD11	choroid plexus	46.2	Brain	Brain	10.374	16.4848205996936
ENSG00000240583	AQP1	choroid plexus	786.7	Brain	Brain	125.152	144.8626249174
ENSG00000240694	PNMA2	amygdala	62.2	Brain	Brain	11.8	24.9885524811271
ENSG00000240764	PCDHGC5	basal ganglia	12.8	Brain	Brain	1.592	4.47937860121928
ENSG00000240771	ARHGEF25	cerebellum	116.5	Brain	Brain	34.394	32.4614585284752
ENSG00000240849	PEDS1	spinal cord	27.7	Brain	Brain	12.084	5.4834206514562
ENSG00000241360	PDXP	amygdala	197.5	Brain	Brain	34.118	55.4523207221248
ENSG00000241563	CORT	basal ganglia	52.7	Brain	Brain	2.474	8.03085402224014
ENSG00000241697	TMEFF1	basal ganglia	7.6	Brain	Brain	1.246	2.78085363490701
ENSG00000241878	PISD	cerebellum	35.6	Brain	Brain	14.548	7.56722902402463
ENSG00000241973	PI4KA	cerebral cortex	102.6	Brain	Brain	24.742	14.9064304710335
ENSG00000242028	HYPK	choroid plexus	26	Brain	Brain	6.65	4.24587434806917
ENSG00000242114	MTFP1	choroid plexus	53.6	Brain	Brain	13.6	9.26192557226209
ENSG00000242120	MDFIC2	basal ganglia	0.2	Brain	Brain	0.004	0.0282842712474619
ENSG00000242173	ARHGDIG	amygdala	186.6	Brain	Brain	27.306	59.1159200561205
ENSG00000242252	BGLAP	basal ganglia	6	Brain	Brain	1.77	1.92960289876927
ENSG00000242419	PCDHGC4	cerebellum	19.4	Brain	Brain	1.258	3.12136090152213
ENSG00000242689	CNTF	spinal cord	11.1	Brain	Brain	1.176	1.8797047097665
ENSG00000242732	RTL5	cerebellum	9.6	Brain	Brain	1.552	1.65507753070757
ENSG00000242866	STRC	cerebellum	43.5	Brain	Brain	2.178	6.42226007646809
ENSG00000243156	MICAL3	cerebellum	37.2	Brain	Brain	18.38	8.88718407687871
